127,165,0.0935221708233
21,149,0.0702990534858
51,69,0.0326239742473
24,92,0.0377905322586
43,136,0.088720578916
118,142,0.011017652952
6,185,0.060718358274
91,132,0.0455387712596
65,100,0.0667892244979
23,26,0.0236067486535
161,189,0.0590707912577
51,74,0.0705271131838
116,132,0.0666152070227
17,46,0.0832691973465
38,179,0.0459920132249
41,160,0.098008435059
119,165,0.0474846503132
169,175,0.0419994376597
16,190,0.0814204700277
139,162,0.0443922988078
140,165,0.0307458372532
42,88,0.0648631121998
56,194,0.0991956168823
137,187,0.0941155232272
45,180,0.0926726572361
15,34,0.0884873798884
25,184,0.0124279630152
63,194,0.0701091122517
43,120,0.0371973906288
44,160,0.0652824010977
9,130,0.0214863264265
41,169,0.0787850009549
132,187,0.0567049020805
70,131,0.0649160819524
23,128,0.0444295629951
14,131,0.0946918752543
80,146,0.0909964274223
133,168,0.0883128042996
33,41,0.066893856525
168,173,0.0711532480815
85,118,0.0733785668894
24,59,0.0925999134698
98,125,0.0691456272094
133,173,0.0491020454759
138,180,0.0767844714093
58,173,0.0798632281906
104,196,0.0849654284823
4,42,0.0413086319906
28,63,0.0736801315389
91,137,0.0281606569276
154,157,0.0806549101544
60,188,0.0854320913672
101,110,0.0886265857485
54,167,0.0238951523979
67,157,0.0285721800314
27,72,0.0384907710959
158,191,0.0513208180465
85,142,0.0627200014496
65,88,0.00767056504341
11,191,0.0347266423971
163,194,0.0700889735993
105,151,0.0857826515348
31,108,0.0327325815896
190,191,0.02266388691
21,198,0.0256627668105
109,137,0.0667654046532
30,120,0.0592673540663
56,191,0.0824968319665
24,40,0.0168359220496
114,185,0.0548517240764
153,173,0.0648189736687
10,71,0.0951940757938
50,103,0.0293235729075
63,123,0.0943193912158
75,117,0.0319284190843
116,145,0.0652490139302
41,44,0.0560689455948
8,89,0.0544503805464
10,139,0.0507662062618
35,129,0.0584612730317
7,56,0.0243420300029
65,81,0.0528351724853
19,110,0.0575015637255
17,162,0.0398392806147
82,156,0.0998399246617
27,66,0.0496379073845
45,185,0.0790337816604
85,98,0.0938129818893
47,188,0.061532797676
59,106,0.084264877924
60,84,0.0366506039733
25,46,0.0805972177278
39,106,0.0979358783978
108,183,0.064310383284
54,104,0.0609272143769
156,159,0.0453122518753
21,26,0.0571708039873
49,72,0.068431959786
139,184,0.0564640096337
82,125,0.0924345810823
83,172,0.0987960477374
9,159,0.0542217503402
149,198,0.0800437880591
78,84,0.0799340173284
24,106,0.00885771273481
67,183,0.051463571661
40,106,0.0253821174749
88,100,0.0678795360653
56,77,0.0353912613507
2,25,0.0650610223238
0,69,0.0873935463279
70,186,0.0847661207558
15,44,0.0669766083165
40,150,0.0412582876039
74,147,0.0841541500327
89,144,0.088170391372
65,178,0.0669532760412
18,147,0.0375486364913
78,181,0.0759048953598
1,192,0.0982678467167
13,160,0.081843175467
35,143,0.0948207376727
27,117,0.0708570367615
24,113,0.0364068976829
36,49,0.0562140685276
54,196,0.0241343747061
7,191,0.0996745822969
42,65,0.07040674777
5,91,0.0771848412366
22,193,0.0433034792949
138,141,0.0648431279265
71,162,0.0321921043575
92,113,0.0660993547664
14,48,0.0877850592243
20,195,0.0584858758379
139,199,0.0691263790635
66,117,0.0591222046012
71,184,0.0903679886112
5,152,0.0246578380032
2,10,0.0662524229273
35,72,0.0902781310404
166,181,0.0764036344237
33,176,0.0281992703384
41,175,0.0377810366813
58,168,0.0226938131803
45,138,0.075264473741
106,164,0.0837941330992
10,17,0.0710548988456
120,155,0.0296761857593
29,106,0.0796134133694
85,125,0.0417019335326
25,162,0.0752285780138
59,113,0.0575271904417
30,126,0.0714912041883
30,155,0.048801912447
37,75,0.0941511367155
78,135,0.0861796545671
62,93,0.01178074267
34,160,0.0787439275887
81,88,0.0588604128707
7,28,0.0864498550903
18,20,0.0807192263405
127,163,0.0541156501723
39,151,0.0704205261327
7,194,0.0761501400212
134,169,0.0545119861052
84,118,0.0971327087408
55,107,0.0756749476395
94,174,0.0420740487106
7,127,0.0885570212067
4,22,0.0820311606158
46,139,0.0269346599208
29,40,0.085119334376
91,152,0.0866466501246
102,193,0.0986727778528
54,80,0.0442625220856
101,120,0.0752274150141
129,143,0.0709580801118
49,66,0.0243740106816
104,134,0.049080013451
106,150,0.0476021043732
74,195,0.0514542526716
64,92,0.0543413400461
144,171,0.061202473357
11,158,0.0280065629698
22,69,0.0871000841649
121,142,0.0491098236883
2,184,0.0773895278799
48,107,0.0976606070047
53,129,0.0881800799517
47,105,0.0902609771601
28,77,0.0867315553126
91,145,0.0850922922795
43,155,0.0668630458715
20,147,0.0507021114249
3,189,0.0468614631747
36,85,0.0423399691176
26,198,0.0733192932135
48,189,0.0744805636396
42,79,0.0746604730071
177,195,0.0400895932609
45,50,0.0714088053735
78,105,0.077547676574
4,79,0.0639260310205
64,150,0.0933220066859
58,182,0.0691558835917
0,177,0.087095055792
36,118,0.0664539927395
55,186,0.0558068736363
93,99,0.0389721708015
153,182,0.0438825304965
105,121,0.0449484447877
10,162,0.0716929875768
75,112,0.0358377509311
142,188,0.0985431384981
39,78,0.0444206532104
17,28,0.0793932984013
122,189,0.0513731136612
17,139,0.0720494064494
39,164,0.0686352898921
128,198,0.0698418213229
7,63,0.0146879244518
30,90,0.037486936976
17,199,0.0572916365668
70,170,0.0861578330314
84,105,0.0224629570339
41,100,0.0878430954244
101,155,0.0456347174389
73,103,0.0820504588399
36,125,0.0820670060907
81,178,0.0904225589527
147,177,0.0903829421259
72,117,0.0333078521059
49,117,0.0834430707044
63,77,0.0134966366875
14,111,0.0610000697122
119,140,0.0682126318704
180,185,0.0816063339304
91,187,0.092304057789
20,74,0.094414435184
17,184,0.0634831652273
134,146,0.0526905398057
104,167,0.0840430393621
24,150,0.045702619139
134,175,0.0646775530955
90,155,0.0211523094998
50,185,0.0836494266428
99,158,0.0852420306776
91,109,0.0574341548512
137,145,0.0877791392049
176,180,0.0585268003768
36,66,0.0750945164588
98,197,0.067983533036
2,46,0.0916921347789
76,98,0.0811813867801
47,85,0.0963076182295
16,158,0.0309912865472
107,131,0.0794722157384
119,163,0.00708649718769
111,189,0.090667599122
74,193,0.0747628973238
125,142,0.0980600915656
71,139,0.0764560842585
140,163,0.0701947101283
69,195,0.0538027577903
90,120,0.0480484790402
135,181,0.0884998833277
69,74,0.0497645879885
30,110,0.0229954078132
4,193,0.0916915793937
33,81,0.0688530473312
109,145,0.0304360904029
64,106,0.0958572934542
78,151,0.0780365391241
50,138,0.0844207719698
166,178,0.0483392843337
105,118,0.082246700247
27,83,0.0365958040108
25,71,0.0985577177327
82,112,0.0924504792354
10,46,0.0775830568858
116,137,0.0284427307402
17,25,0.0739613055646
127,194,0.0179062456083
67,154,0.0603148192584
77,127,0.0771306440616
57,144,0.050152544838
49,83,0.0689973518392
105,142,0.0867175850541
177,193,0.0918173721355
42,178,0.0914630937299
8,126,0.0890897630741
86,146,0.094929710016
49,172,0.0937014208749
164,181,0.0333723609821
37,129,0.0679131982892
5,132,0.0591754325098
25,139,0.0537174867077
24,39,0.0997430957617
80,196,0.020151496127
122,131,0.0991679534784
73,124,0.0898605830989
192,197,0.070765828417
64,164,0.084447574612
72,112,0.0789069446326
131,186,0.0415090704314
33,180,0.0603308376011
130,156,0.0422989808779
107,186,0.0385677979196
40,92,0.0210374961882
82,159,0.0602271902418
8,101,0.0999189352847
115,126,0.0736204964113
11,16,0.0576484511504
85,121,0.0927338784886
66,72,0.0477031512046
22,79,0.0560191604256
46,184,0.0825867562263
138,185,0.0054080961894
35,117,0.0719369033211
133,182,0.0514489134181
5,116,0.0916055110677
123,127,0.0214485677122
46,162,0.0459392051626
114,141,0.0378722026683
132,137,0.062403266764
82,98,0.0252681620936
113,150,0.0453930784407
109,116,0.0399715569124
19,90,0.0396337443066
47,118,0.0281329655891
39,181,0.0513129691426
16,191,0.0705348680067
17,71,0.0343654071824
175,180,0.090390890965
48,131,0.0889428426068
33,100,0.0947975948912
169,176,0.0227010209145
119,194,0.0757157087653
30,101,0.0671416499345
158,190,0.0552205674999
111,122,0.0448969715634
167,196,0.00971646969301
7,123,0.0951441857223
159,197,0.0841961884957
53,61,0.0241482497737
24,164,0.0791455791893
45,103,0.0782387314623
148,179,0.0927890916049
47,142,0.038224876726
41,134,0.0970963006008
57,171,0.0118841060955
106,113,0.0291742278657
8,19,0.0570116699395
48,186,0.0895848408639
42,64,0.0693759694701
55,70,0.0560096669374
70,154,0.0767950475437
84,121,0.0661672976212
82,197,0.0531106705205
60,105,0.0564831754404
57,89,0.0579599673643
134,176,0.0718623535303
55,131,0.0689404144631
43,90,0.0846287943894
44,100,0.0607659426045
147,193,0.0972235634136
20,177,0.0911266133488
36,75,0.0996952450836
28,56,0.0988376299074
21,128,0.0468742355276
72,75,0.043996139666
21,23,0.0536293833511
92,150,0.0422772352756
27,75,0.0696675881697
111,161,0.0316265507918
96,183,0.0882762157424
29,113,0.0577471194213
24,29,0.0825055323942
11,190,0.0292017821385
36,142,0.0597008051273
1,136,0.0309069617874
76,197,0.0634080978877
22,74,0.0501206200761
51,195,0.045111958162
173,182,0.0636434469321
98,112,0.0833566026125
119,127,0.0592008213642
152,187,0.0929835160563
15,160,0.0099114971089
64,178,0.0906706868706
64,166,0.068255868064
49,112,0.0812364640553
35,37,0.00988148802486
84,151,0.0675443237049
6,50,0.0966945838855
118,172,0.0688231398822
153,198,0.0946005875158
133,153,0.0199189126475
13,135,0.0936207383086
95,148,0.0859108950958
81,176,0.0960455156602
80,167,0.0247707019994
67,108,0.0134204901548
96,154,0.0793860693268
108,154,0.0534577616688
0,51,0.060137350831
51,177,0.0534726341854
46,71,0.0758958362762
11,99,0.0915084614414
146,167,0.067850119267
58,69,0.0783422371044
37,117,0.0638592411979
43,110,0.0976246278018
153,168,0.0877318021712
89,171,0.0601521487685
157,183,0.0261548280832
59,150,0.0944935459113
76,125,0.075097188175
123,163,0.0328568070735
133,149,0.0345555495495
